date,platform,job_id,title,company,url,status,resume_used
2026-06-17 13:34,LinkedIn,4419583877,"Software Consultant, QA",Octave,https://www.linkedin.com/jobs/view/4419583877/,Collected - External Apply,
2026-06-17 13:34,LinkedIn,4429727428,Senior QA Engineer (Mobile),Kake,https://www.linkedin.com/jobs/view/4429727428/,Collected - External Apply,
2026-06-17 13:34,LinkedIn,4418814717,Senior Test Engineer,Hyland,https://www.linkedin.com/jobs/view/4418814717/,Collected - External Apply,
2026-06-17 13:35,LinkedIn,4419837968,"Software Development Engineer Test, Alexa Global quality",Amazon,https://www.linkedin.com/jobs/view/4419837968/,Collected - External Apply,
2026-06-17 13:35,LinkedIn,4429598379,SDET,Randstad Digital Americas,https://www.linkedin.com/jobs/view/4429598379/,Collected - External Apply,
2026-06-17 13:35,LinkedIn,4425585765,SDET,Actalent,https://www.linkedin.com/jobs/view/4425585765/,Collected - External Apply,
2026-06-17 13:35,LinkedIn,4429782759,Senior IT Enterprise Applications Software Quality Engineer,Academy Sports + Outdoors,https://www.linkedin.com/jobs/view/4429782759/,Collected - External Apply,
2026-06-17 13:35,LinkedIn,4429987438,Senior SDET / Test Automation Engineer,Cullerton Group,https://www.linkedin.com/jobs/view/4429987438/,Easy Apply - Click to Apply,
2026-06-17 13:35,LinkedIn,4429977015,Software Engineer in Test (SDET),FUSTIS LLC,https://www.linkedin.com/jobs/view/4429977015/,Easy Apply - Click to Apply,
2026-06-17 13:35,LinkedIn,4429575786,Quality Assurance (QA) Engineer,Worth AI,https://www.linkedin.com/jobs/view/4429575786/,Collected - External Apply,
2026-06-17 13:35,LinkedIn,4428712941,Senior Quality Assurance Automation Engineer,24 Seven Talent,https://www.linkedin.com/jobs/view/4428712941/,Easy Apply - Click to Apply,
2026-06-17 13:36,LinkedIn,4429598101,Principal Software Test Automation Engineer,Medtronic,https://www.linkedin.com/jobs/view/4429598101/,Collected - External Apply,
2026-06-17 13:36,LinkedIn,4428713349,Sr. Software Automation Test Engineer | ISTQB Advanced Certified ,Intellectt Inc,https://www.linkedin.com/jobs/view/4428713349/,Easy Apply - Click to Apply,
2026-06-17 13:36,LinkedIn,4429726233,SDET,Kforce Inc,https://www.linkedin.com/jobs/view/4429726233/,Collected - External Apply,
2026-06-17 13:36,LinkedIn,4426876297,Software Test Engineer,HCLTech,https://www.linkedin.com/jobs/view/4426876297/,Easy Apply - Click to Apply,
2026-06-17 13:36,LinkedIn,4427361766,Software Engineer in Test,Bright Matrix Global,https://www.linkedin.com/jobs/view/4427361766/,Easy Apply - Click to Apply,
2026-06-17 13:36,LinkedIn,4207819497,Java Automation Software Engineer (602),JPMorganChase,https://www.linkedin.com/jobs/view/4207819497/,Collected - External Apply,
2026-06-17 13:36,LinkedIn,4428068404,Software Engineer in Test,Ascendion,https://www.linkedin.com/jobs/view/4428068404/,Easy Apply - Click to Apply,
2026-06-17 13:36,LinkedIn,4429581703,Test Automation Engineer,Node.Digital LLC,https://www.linkedin.com/jobs/view/4429581703/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4427727358,QA Engineer,Pennant,https://www.linkedin.com/jobs/view/4427727358/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4389419040,AI Automation Engineer,Valsoft Corporation,https://www.linkedin.com/jobs/view/4389419040/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4429985928,Software Engineer in Test Manager,Allata,https://www.linkedin.com/jobs/view/4429985928/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4429981565,Test Development Engineer,TalentAlly,https://www.linkedin.com/jobs/view/4429981565/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4429918663,QA Engineer ,Hire Feed,https://www.linkedin.com/jobs/view/4429918663/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4418539083,"Senior Software Engineer, SDET",Octave,https://www.linkedin.com/jobs/view/4418539083/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4418286403,Staff Engineer SDET,Aviatrix,https://www.linkedin.com/jobs/view/4418286403/,Collected - External Apply,
2026-06-17 13:37,LinkedIn,4429954428,Sr Software Engineer (Automation) -- REMOTE,Atlantic Union Bank,https://www.linkedin.com/jobs/view/4429954428/,Collected - External Apply,
2026-06-17 13:38,LinkedIn,4385802532,Testing Specialist (59971),BMA,https://www.linkedin.com/jobs/view/4385802532/,Collected - External Apply,
2026-06-17 13:38,LinkedIn,4429967490,AI Automation Developer – Ecommerce Operations,Applicantz,https://www.linkedin.com/jobs/view/4429967490/,Easy Apply - Click to Apply,
2026-06-17 13:38,LinkedIn,4428425413,Senior Performance Test Engineer,Jobs via Dice,https://www.linkedin.com/jobs/view/4428425413/,Collected - External Apply,
